old_identifier	proposed_identifier	occurrences	files	category	action	clusters
prec_lw_positive_t_lag_of_nonneg_coeffs	strictInterl_lw_positive_t_lag_of_nonneg_coeffs	4	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_positive_t_lag_of_nonneg_coeffs_of_recurrence	strictInterl_lw_positive_t_lag_of_nonneg_coeffs_of_recurrence	2	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_positive_t_lag_of_roots_nonpos	strictInterl_lw_positive_t_lag_of_roots_nonpos	5	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_positive_t_lag_sequence	strictInterl_lw_positive_t_lag_sequence	8	3	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_positive_X_lag_of_roots_nonpos	strictInterl_lw_positive_X_lag_of_roots_nonpos	3	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_positive_X_lag_sequence	strictInterl_lw_positive_X_lag_sequence	3	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_positive_X_mul_lag_of_nonneg_coeffs	strictInterl_lw_positive_X_mul_lag_of_nonneg_coeffs	4	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_positive_X_mul_lag_of_roots_nonpos	strictInterl_lw_positive_X_mul_lag_of_roots_nonpos	5	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_positive_X_mul_lag_sequence	strictInterl_lw_positive_X_mul_lag_sequence	5	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_tR_lag_of_nonneg_coeffs	strictInterl_lw_tR_lag_of_nonneg_coeffs	1	1	lean_declaration	manual_semantic_rename	LiuWang
prec_lw_tR_lag_of_roots_nonpos	strictInterl_lw_tR_lag_of_roots_nonpos	1	1	lean_declaration	manual_semantic_rename	LiuWang
prec_lw_tR_lag_sequence	strictInterl_lw_tR_lag_sequence	3	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_two_of_nonpos	strictInterl_lw_two_of_nonpos	16	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_two_of_nonpos_of_recurrence	strictInterl_lw_two_of_nonpos_of_recurrence	4	3	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_two_strict_branch_of_neg	strictInterl_lw_two_strict_branch_of_neg	3	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_two_strict_of_neg	strictInterl_lw_two_strict_of_neg	3	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_two_strict_same_of_neg	strictInterl_lw_two_strict_same_of_neg	4	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_two_strict_succ_of_neg	strictInterl_lw_two_strict_succ_of_neg	4	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_X_mul_C_sub_C_mul_X_lag_of_nonneg_coeffs	strictInterl_lw_X_mul_C_sub_C_mul_X_lag_of_nonneg_coeffs	1	1	lean_declaration	manual_semantic_rename	LiuWang
prec_lw_X_mul_C_sub_C_mul_X_lag_of_roots_nonpos	strictInterl_lw_X_mul_C_sub_C_mul_X_lag_of_roots_nonpos	2	1	lean_declaration	manual_semantic_rename	LiuWang
prec_lw_X_mul_C_sub_C_mul_X_lag_sequence	strictInterl_lw_X_mul_C_sub_C_mul_X_lag_sequence	4	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_X_mul_one_add_X_lag_sequence_of_nonneg_coeffs	strictInterl_lw_X_mul_one_add_X_lag_sequence_of_nonneg_coeffs	3	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_X_mul_one_sub_X_lag_of_nonneg_coeffs	strictInterl_lw_X_mul_one_sub_X_lag_of_nonneg_coeffs	1	1	lean_declaration	manual_semantic_rename	LiuWang
prec_lw_X_mul_one_sub_X_lag_of_roots_nonpos	strictInterl_lw_X_mul_one_sub_X_lag_of_roots_nonpos	2	1	lean_declaration	manual_semantic_rename	LiuWang
prec_lw_X_mul_one_sub_X_lag_sequence	strictInterl_lw_X_mul_one_sub_X_lag_sequence	3	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_X_mul_one_sub_X_mul_one_add_X_lag_sequence_of_nonneg_coeffs	strictInterl_lw_X_mul_one_sub_X_mul_one_add_X_lag_sequence_of_nonneg_coeffs	3	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_lw_X_sq_sub_one_lag_sequence_of_nonneg_coeffs	strictInterl_lw_X_sq_sub_one_lag_sequence_of_nonneg_coeffs	2	1	lean_declaration	manual_semantic_rename	LiuWang
prec_lw_X_sub_X_pow_three_lag_sequence_of_nonneg_coeffs	strictInterl_lw_X_sub_X_pow_three_lag_sequence_of_nonneg_coeffs	3	2	tactic_declaration	manual_alias_then_migrate	LiuWang,Tactic
prec_ma_wang	strictInterl_ma_wang	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_ma_wang_same	strictInterl_ma_wang_same	4	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_ma_wang_succ	strictInterl_ma_wang_succ	5	3	tactic_declaration	manual_alias_then_migrate	MaWang,ParkingFunctions,Tactic
prec_motzkin_shifted_succ	strictInterl_motzkin_shifted_succ	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
prec_motzkin_succ	strictInterl_motzkin_succ	5	2	tactic_declaration	manual_alias_then_migrate	CombinatorialExamples,Tactic
prec_motzkin_succ_and_roots_le	strictInterl_motzkin_succ_and_roots_le	4	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
prec_motzkin_succ_of_shifted_even	strictInterl_motzkin_succ_of_shifted_even	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
prec_motzkin_succ_of_shifted_odd	strictInterl_motzkin_succ_of_shifted_odd	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
prec_motzkin_zero_one	strictInterl_motzkin_zero_one	3	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
prec_mul_common_factor	StrictInterl.mul_common_factor	38	20	lean_declaration	manual_alias_then_migrate	AffineFamily,AffineFamily.lean,CombinatorialExamples,CommonInterleaver,EulerOperator,FiniteFreeRootCount.lean,HosterStumpInterlacing.lean,Interlacing,LinearPowerFamily.lean,MaWang,ObreschkoffConverse,PosCombo.lean,ProductFamily.lean,Tactic,ThresholdMatrix,Transforms,WagnerLeftSum.lean,WagnerRightSum.lean,WagnerX
prec_mul_X_both_of_prec_of_nonneg	strictInterl_mul_X_both_of_strictInterl_of_nonneg	6	4	tactic_declaration	manual_alias_then_migrate	CombinatorialExamples,Tactic,WagnerX
prec_mul_X_both_of_roots_nonpos	strictInterl_mul_X_both_of_roots_nonpos	8	5	lean_declaration	manual_semantic_rename	LinearPowerFamily.lean,PFPolynomial.lean,WagnerX
prec_mul_X_of_prec_of_nonneg	strictInterl_mul_X_of_strictInterl_of_nonneg	35	20	tactic_declaration	manual_alias_then_migrate	BrandenVecchi,Challenges,CombinatorialExamples,Compatibility,EulerOperator,EulerianCompletion.lean,GeneralizedEulerian.lean,GeneralizedSnakePosets,NarayanaTransformation,ProductSequence,StaircaseSum.lean,SymmetricDecomposition,Tactic,WagnerX
prec_mul_X_sub_C_both	strictInterl_mul_X_sub_C_both	6	5	lean_declaration	manual_semantic_rename	CommonInterleaver,Interlacing,LinearPowerFamily.lean,SymmetricDecomposition,WagnerX
prec_mul_X_sub_C_both_of_roots_le	strictInterl_mul_X_sub_C_both_of_roots_le	3	2	lean_declaration	manual_semantic_rename	CombinatorialExamples,WagnerX
prec_mul_X_sub_C_of_linearCombo_quotient	strictInterl_mul_X_sub_C_of_linearCombo_quotient	2	2	lean_declaration	manual_semantic_rename	MaWang
prec_mw_derivative_C_mul_one_add_X_sequence	strictInterl_mw_derivative_C_mul_one_add_X_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_C_mul_X_mul_of_nonneg_on_roots	strictInterl_mw_derivative_C_mul_X_mul_of_nonneg_on_roots	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_C_mul_X_mul_one_add_X_sequence_of_nonneg_coeffs	strictInterl_mw_derivative_C_mul_X_mul_one_add_X_sequence_of_nonneg_coeffs	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_C_mul_X_mul_one_sub_X_sequence	strictInterl_mw_derivative_C_mul_X_mul_one_sub_X_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_C_mul_X_mul_one_sub_X_sequence_of_nonneg_coeffs	strictInterl_mw_derivative_C_mul_X_mul_one_sub_X_sequence_of_nonneg_coeffs	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_C_mul_X_mul_sequence_den_coeff_of_nonneg_coeffs	strictInterl_mw_derivative_C_mul_X_mul_sequence_den_coeff_of_nonneg_coeffs	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_C_mul_X_mul_sequence_of_nonneg_coeffs	strictInterl_mw_derivative_C_mul_X_mul_sequence_of_nonneg_coeffs	4	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_C_mul_X_sequence_of_nonneg_coeffs	strictInterl_mw_derivative_C_mul_X_sequence_of_nonneg_coeffs	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_C_mul_X_sub_one_sequence	strictInterl_mw_derivative_C_mul_X_sub_one_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_C_neg_mul_X_sq_sequence	strictInterl_mw_derivative_C_neg_mul_X_sq_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_neg_C_mul_X_mul_one_add_X_of_roots_le_neg_one	strictInterl_mw_derivative_neg_C_mul_X_mul_one_add_X_of_roots_le_neg_one	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_neg_C_mul_X_mul_one_add_X_sequence	strictInterl_mw_derivative_neg_C_mul_X_mul_one_add_X_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_neg_C_mul_X_sq	strictInterl_mw_derivative_neg_C_mul_X_sq	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_neg_C_mul_X_sq_product_sequence	strictInterl_mw_derivative_neg_C_mul_X_sq_product_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_neg_C_mul_X_sq_sequence	strictInterl_mw_derivative_neg_C_mul_X_sq_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_neg_C_sequence	strictInterl_mw_derivative_neg_C_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_neg_const	strictInterl_mw_derivative_neg_const	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_neg_const_sequence	strictInterl_mw_derivative_neg_const_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_nonpos_sequence	strictInterl_mw_derivative_nonpos_sequence	19	3	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_nonpos_sequence_den_coeff_of_nonneg_coeffs	strictInterl_mw_derivative_nonpos_sequence_den_coeff_of_nonneg_coeffs	5	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_nonpos_sequence_of_nonneg_coeffs	strictInterl_mw_derivative_nonpos_sequence_of_nonneg_coeffs	7	3	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_nonpos_sequence_of_nonneg_coeffs_on_roots	strictInterl_mw_derivative_nonpos_sequence_of_nonneg_coeffs_on_roots	8	3	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_of_nonpos	strictInterl_mw_derivative_of_nonpos	16	3	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_of_nonpos_of_pos_natDegree	strictInterl_mw_derivative_of_nonpos_of_pos_natDegree	7	5	lean_declaration	manual_semantic_rename	Applications,EndpointDerivative,EulerOperator,MaWang,Transforms
prec_mw_derivative_of_nonpos_of_recurrence	strictInterl_mw_derivative_of_nonpos_of_recurrence	5	3	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_one_add_X_mul_C_sequence	strictInterl_mw_derivative_one_add_X_mul_C_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_one_add_X_mul_one_add_two_mul_X_of_roots_in_interval	strictInterl_mw_derivative_one_add_X_mul_one_add_two_mul_X_of_roots_in_interval	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_one_add_X_mul_one_add_two_mul_X_sequence	strictInterl_mw_derivative_one_add_X_mul_one_add_two_mul_X_sequence	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_one_add_X_sequence	strictInterl_mw_derivative_one_add_X_sequence	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_X_mul_of_nonneg_on_roots	strictInterl_mw_derivative_X_mul_of_nonneg_on_roots	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_X_mul_one_add_X_of_roots_in_Icc	strictInterl_mw_derivative_X_mul_one_add_X_of_roots_in_Icc	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_X_mul_one_add_X_sequence_of_nonneg_coeffs	strictInterl_mw_derivative_X_mul_one_add_X_sequence_of_nonneg_coeffs	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_X_mul_sequence_of_nonneg_coeffs	strictInterl_mw_derivative_X_mul_sequence_of_nonneg_coeffs	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_X_sequence_of_nonneg_coeffs	strictInterl_mw_derivative_X_sequence_of_nonneg_coeffs	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_X_sub_one_mul_C_sequence	strictInterl_mw_derivative_X_sub_one_mul_C_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_derivative_X_sub_one_sequence	strictInterl_mw_derivative_X_sub_one_sequence	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_lw_derivative_lag_sequence	strictInterl_mw_lw_derivative_lag_sequence	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_lw_derivative_lag_sequence_den_coeff_of_nonneg_coeffs	strictInterl_mw_lw_derivative_lag_sequence_den_coeff_of_nonneg_coeffs	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_lw_derivative_lag_sequence_den_coeff_of_root_window	strictInterl_mw_lw_derivative_lag_sequence_den_coeff_of_root_window	2	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_lw_derivative_lag_sequence_of_nonneg_coeffs	strictInterl_mw_lw_derivative_lag_sequence_of_nonneg_coeffs	2	2	lean_declaration	manual_semantic_rename	MaWang
prec_mw_lw_derivative_lag_sequence_of_nonneg_coeffs_on_roots	strictInterl_mw_lw_derivative_lag_sequence_of_nonneg_coeffs_on_roots	3	2	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_mw_lw_derivative_lag_sequence_of_root_signs	strictInterl_mw_lw_derivative_lag_sequence_of_root_signs	3	1	lean_declaration	manual_semantic_rename	MaWang
prec_mw_lw_derivative_lag_sequence_of_root_window	strictInterl_mw_lw_derivative_lag_sequence_of_root_window	3	3	tactic_declaration	manual_alias_then_migrate	MaWang,Tactic
prec_narayanaPolynomial_one_two	strictInterl_narayanaPolynomial_one_two	3	2	lean_declaration	manual_semantic_rename	GeneralizedSnakePosets,NarayanaTransformation
prec_narayanaPolynomial_succ	strictInterl_narayanaPolynomial_succ	6	5	tactic_declaration	manual_alias_then_migrate	GeneralizedSnakePosets,NarayanaTransformation,Tactic
prec_narayanaPolynomial_two	strictInterl_narayanaPolynomial_two	2	1	lean_declaration	manual_semantic_rename	GeneralizedSnakePosets
prec_narayanaQuot_step	strictInterl_narayanaQuot_step	2	1	lean_declaration	manual_semantic_rename	CombinatorialExamples
prec_narayanaQuot_succ_of_nonnegCoeffs	strictInterl_narayanaQuot_succ_of_nonnegCoeffs	7	3	tactic_declaration	manual_alias_then_migrate	CombinatorialExamples,GeneralizedSnakePosets,Tactic
prec_narayanaZeroGammaPolynomial_succ	strictInterl_narayanaZeroGammaPolynomial_succ	1	1	lean_declaration	manual_semantic_rename	NarayanaTransformation
prec_neg_darbouxOperator_of_roots_mem_Icc	strictInterl_neg_darbouxOperator_of_roots_mem_Icc	2	1	lean_declaration	manual_semantic_rename	EulerOperator
prec_neg_insertionOperator	strictInterl_neg_insertionOperator	7	2	lean_declaration	manual_semantic_rename	ParkingFunctions
prec_nonneg_combo_left	strictInterl_nonneg_combo_left	6	3	tactic_declaration	manual_alias_then_migrate	PartialSumStep.lean,PosCombo.lean,Tactic
prec_nonneg_combo_right	strictInterl_nonneg_combo_right	12	5	tactic_declaration	manual_alias_then_migrate	PartialSumStep.lean,PosCombo.lean,ProductSequence,SymmetricDecomposition,Tactic
prec_of_affine_family_nonneg	strictInterl_of_affine_family_nonneg	18	6	lean_declaration	manual_semantic_rename	AffineFamily,AffineFamily.lean,Compatibility,EulerOperator,MatrixInterlacing,PosCombo.lean
prec_of_affine_family_nonneg_degree_one	strictInterl_of_affine_family_nonneg_degree_one	4	2	reference_or_local	migrate_with_declaration_owner	AffineFamily,AffineFamily.lean
prec_of_affine_segment_endpoint_pf_nonneg	strictInterl_of_affine_segment_endpoint_pf_nonneg	3	1	lean_declaration	manual_semantic_rename	AffineFamily.lean
prec_of_affine_segment_endpoint_pf_sameDegree_nonneg	strictInterl_of_affine_segment_endpoint_pf_sameDegree_nonneg	2	1	lean_declaration	manual_semantic_rename	AffineFamily.lean
prec_of_affine_segment_endpoint_tnn_nonneg	strictInterl_of_affine_segment_endpoint_tnn_nonneg	1	1	lean_declaration	manual_semantic_rename	AffineFamily.lean
prec_of_affine_segment_endpoint_tnn_sameDegree_nonneg	strictInterl_of_affine_segment_endpoint_tnn_sameDegree_nonneg	1	1	lean_declaration	manual_semantic_rename	AffineFamily.lean
prec_of_affine_segment_endpoints_nonneg	strictInterl_of_affine_segment_endpoints_nonneg	4	1	lean_declaration	manual_semantic_rename	AffineFamily.lean
prec_of_affine_segment_endpoints_sameDegree_nonneg	strictInterl_of_affine_segment_endpoints_sameDegree_nonneg	2	1	lean_declaration	manual_semantic_rename	AffineFamily.lean
prec_of_allComboRealRooted	strictInterl_of_allComboRealRooted	42	24	lean_declaration	manual_semantic_rename	AffineFamily.lean,Challenges,ClassicalHurwitzMatrix,CommonInterleaver,ConvexCombination.lean,EulerianMixedCompatibility.lean,FolkloreLemma.lean,GammaPencil,GarloffWagner,HermiteBiehler,InterlacingClosure.lean,ObreschkoffConverse,OperatorPreservesInterlacing.lean,ParkingFunctions,ProductOrientation.lean,SymmetricDecomposition,UpperDerivativeInterlace.lean
prec_of_allComboRealRooted_of_no_common	strictInterl_of_allComboRealRooted_of_no_common	2	1	lean_declaration	manual_semantic_rename	ObreschkoffConverse
prec_of_allComboRealRooted_of_sameDegree_of_nonneg_of_eval_cross_gt	strictInterl_of_allComboRealRooted_of_sameDegree_of_nonneg_of_eval_cross_gt	2	2	lean_declaration	manual_semantic_rename	GammaPencil,ProductOrientation.lean
prec_of_allComboRealRooted_of_wronskian_nonneg	strictInterl_of_allComboRealRooted_of_wronskian_nonneg	2	1	lean_declaration	manual_semantic_rename	HermiteBiehler
prec_of_compatible_and_X_mul_left	strictInterl_of_compatible_and_X_mul_left	7	2	lean_declaration	manual_semantic_rename	Compatibility
prec_of_count_bounds_same	strictInterl_of_count_bounds_same	4	3	lean_declaration	manual_semantic_rename	MaWang
prec_of_count_bounds_succ	strictInterl_of_count_bounds_succ	4	3	lean_declaration	manual_semantic_rename	MaWang
prec_of_eq_zero_or_simple_combo_of_no_common	strictInterl_of_eq_zero_or_simple_combo_of_no_common	4	2	reference_or_local	migrate_with_declaration_owner	ObreschkoffConverse
prec_of_eq_zero_or_simple_combo_succDegree	strictInterl_of_eq_zero_or_simple_combo_succDegree	2	1	lean_declaration	manual_semantic_rename	ObreschkoffConverse
prec_of_extra_root_left	strictInterl_of_extra_root_left	2	1	lean_declaration	manual_semantic_rename	AffineDerivative.lean
prec_of_generalized_laguerre_second_derivative	strictInterl_of_generalized_laguerre_second_derivative	5	3	tactic_declaration	manual_alias_then_migrate	DerivativeRecurrence,Laguerre,Tactic
prec_of_interlaces_endpoint_sign_of_no_crossing	strictInterl_of_interlaces_endpoint_sign_of_no_crossing	3	2	lean_declaration	manual_semantic_rename	JacobiParameterInterlacing.lean,MaWang
prec_of_interlaces_eval_mul_neg_same	strictInterl_of_interlaces_eval_mul_neg_same	15	10	lean_declaration	manual_semantic_rename	DerivativeRecurrence,GeneralizedLiuWang.lean,JacobiParameterInterlacing.lean,MaWang,MagnitudeDominated.lean,ObreschkoffConverse
prec_of_interlaces_eval_mul_neg_succ	strictInterl_of_interlaces_eval_mul_neg_succ	13	10	lean_declaration	manual_semantic_rename	DerivativeRecurrence,EulerianMixedCompatibility.lean,GeneralizedLiuWang.lean,MaWang,MagnitudeDominated.lean,ObreschkoffConverse
prec_of_interlaces_eval_mul_nonpos_of_no_common	strictInterl_of_interlaces_eval_mul_nonpos_of_no_common	6	5	lean_declaration	manual_semantic_rename	GeneralizedLiuWang.lean,GeneralizedSnakePosets,Interlacing,MaWang,ThresholdMatrix
prec_of_interlaces_eval_mul_nonpos_same_of_no_common	strictInterl_of_interlaces_eval_mul_nonpos_same_of_no_common	3	1	lean_declaration	manual_semantic_rename	MaWang
prec_of_interlaces_eval_mul_nonpos_succ_of_no_common	strictInterl_of_interlaces_eval_mul_nonpos_succ_of_no_common	3	1	lean_declaration	manual_semantic_rename	MaWang
prec_of_interlaces_evalCoeff_neg	strictInterl_of_interlaces_evalCoeff_neg	3	2	lean_declaration	manual_semantic_rename	MaWang,ObreschkoffConverse
prec_of_interlaces_evalCoeff_neg_same	strictInterl_of_interlaces_evalCoeff_neg_same	6	4	lean_declaration	manual_semantic_rename	CommonInterleaver,JacobiParameterInterlacing.lean,MaWang,ParkingFunctions
prec_of_interlaces_evalCoeff_neg_succ	strictInterl_of_interlaces_evalCoeff_neg_succ	5	2	lean_declaration	manual_semantic_rename	LiuWangBenchmark.lean,MaWang
prec_of_interlaces_evalCoeff_nonpos	strictInterl_of_interlaces_evalCoeff_nonpos	39	27	tactic_declaration	manual_alias_then_migrate	AffineFamily,CombinatorialExamples,DerivativeRecurrence,EulerOperator,EulerianMixedCompatibility,Favard,Favard.lean,GeneralizedSnakePosets,IteratedDerivativeShift.lean,LiuOppositeSigns,LiuWangBenchmark.lean,MaWang,NarayanaTransformation,ObreschkoffConverse,ParkingFunctions,ShiftLemma.lean,Tactic
prec_of_interlaces_evalCoeff_nonpos_same_of_no_common	strictInterl_of_interlaces_evalCoeff_nonpos_same_of_no_common	3	2	lean_declaration	manual_semantic_rename	MaWang
prec_of_interlaces_evalCoeff_nonpos_succ_of_no_common	strictInterl_of_interlaces_evalCoeff_nonpos_succ_of_no_common	2	2	lean_declaration	manual_semantic_rename	MaWang
prec_of_interlaces_X_mul_of_roots_nonpos	strictInterl_of_interlaces_X_mul_of_roots_nonpos	2	1	lean_declaration	manual_semantic_rename	LiuWangBenchmark.lean
prec_of_magnitude_dominated	strictInterl_of_magnitude_dominated	3	2	tactic_declaration	manual_alias_then_migrate	MagnitudeDominated.lean,Tactic
prec_of_magnitude_dominated_auto	strictInterl_of_magnitude_dominated_auto	1	1	lean_declaration	manual_semantic_rename	UpperDerivativeInterlace.lean
prec_of_magnitude_dominated_same	strictInterl_of_magnitude_dominated_same	4	2	tactic_declaration	manual_alias_then_migrate	MagnitudeDominated.lean,Tactic
prec_of_magnitude_dominated_succ	strictInterl_of_magnitude_dominated_succ	5	3	tactic_declaration	manual_alias_then_migrate	MagnitudeDominated.lean,Tactic,UpperDerivativeInterlace.lean
prec_of_or_of_natDegree_lt	strictInterl_of_or_of_natDegree_lt	2	1	lean_declaration	manual_semantic_rename	VeroneseSection.lean
prec_of_prec0_of_ne_zero	strictInterl_of_interl_of_ne_zero	5	1	lean_declaration	manual_semantic_rename	SymmetricDecomposition
prec_of_prec0_of_pos	strictInterl_of_interl_of_pos	4	1	lean_declaration	manual_semantic_rename	Compatibility
prec_of_prec_cofactor	StrictInterl.of_cofactor_of_common_root	1	1	deprecated_compatibility	use_canonical_keep_wrapper	Interlacing
prec_of_prec_divX_left_of_hasNonnegCoeffs_coeff_zero	strictInterl_of_strictInterl_divX_left_of_hasNonnegCoeffs_coeff_zero	6	2	lean_declaration	manual_semantic_rename	CommonInterleaver,DegreeDropDivXPrec.lean
prec_of_prec_fPolynomial	strictInterl_of_strictInterl_fPolynomial	3	1	tactic_declaration	manual_alias_then_migrate	Tactic
prec_of_prec_fPolynomial_of_minimal_of_isRealRooted_of_hasNonnegCoeffs	strictInterl_of_strictInterl_fPolynomial_of_minimal_of_isRealRooted_of_hasNonnegCoeffs	3	2	lean_declaration	manual_semantic_rename	SymmetricDecomposition
prec_of_prec_fPolynomial_of_sameDegree_of_isRealRooted_of_hasNonnegCoeffs	strictInterl_of_strictInterl_fPolynomial_of_sameDegree_of_isRealRooted_of_hasNonnegCoeffs	2	1	lean_declaration	manual_semantic_rename	SymmetricDecomposition
prec_of_prec_fPolynomial_of_succDegree_of_isRealRooted_of_hasNonnegCoeffs	strictInterl_of_strictInterl_fPolynomial_of_succDegree_of_isRealRooted_of_hasNonnegCoeffs	2	1	lean_declaration	manual_semantic_rename	SymmetricDecomposition
prec_of_prec_fPolynomial_sequence	strictInterl_of_strictInterl_fPolynomial_sequence	2	1	tactic_declaration	manual_alias_then_migrate	Tactic
prec_of_prec_mul_pow_X_sub_C_both	strictInterl_of_strictInterl_mul_pow_X_sub_C_both	4	2	lean_declaration	manual_semantic_rename	GarloffWagner,IteratedDerivativeShift.lean
prec_of_prec_mul_X_both_of_roots_nonpos	strictInterl_of_strictInterl_mul_X_both_of_roots_nonpos	5	2	lean_declaration	manual_semantic_rename	WagnerX
prec_of_prec_mul_X_of_nonneg	strictInterl_of_strictInterl_mul_X_of_nonneg	7	4	tactic_declaration	manual_alias_then_migrate	AffineFamily,AffineFamily.lean,SymmetricDecomposition,Tactic
prec_of_prec_mul_X_of_sameDegree_of_roots_nonpos	strictInterl_of_strictInterl_mul_X_of_sameDegree_of_roots_nonpos	3	3	lean_declaration	manual_semantic_rename	CombinatorialExamples,FolkloreLemma.lean,WagnerX
prec_of_prec_mul_X_sameDegree_of_roots_nonpos	strictInterl_of_strictInterl_mul_X_sameDegree_of_roots_nonpos	2	2	lean_declaration	manual_semantic_rename	PosCombo.lean,WagnerX
prec_of_prec_mul_X_sub_C_both	strictInterl_of_strictInterl_mul_X_sub_C_both	11	9	tactic_declaration	manual_alias_then_migrate	BrandenVecchi,Interlacing,IteratedDerivativeShift.lean,MaWang,ObreschkoffConverse,SymmetricDecomposition,Tactic,WagnerRightSum.lean,WagnerX
